ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
833	ENSG00000135486.13	HNRNPA1	chr12	+	54675169	54675286	54675578	54675725	54673976	54674606	54675873	54676084	833	1332,1210	7488,4963	1098,691	6787,6251	199	199	3.56064574502e-05	0.0029645936473	0.151,0.196	0.139,0.1	0.054
1699	ENSG00000120805.9	ARL1	chr12	-	101796642	101796724	101799621	101799759	101794839	101794951	101801419	101801524	1699	156,112	255,329	59,77	200,368	199	181	0.00126276134134	0.0423941569677	0.358,0.236	0.212,0.16	0.111
2241	ENSG00000089234.11	BRAP	chr12	-	112119440	112119639	112120949	112121111	112116954	112117144	112123514	112123790	2241	16,20	25,28	14,5	51,33	199	199	0.00200291929585	0.056338871815	0.39,0.417	0.215,0.132	0.23
5464	ENSG00000089157.11	RPLP0	chr12	-	120636356	120636542	120636656	120636803	120635124	120635265	120636920	120637008	5464	1260,835	2465,2137	1056,320	2637,1878	199	199	0.00291005530991	0.0729792786455	0.338,0.281	0.286,0.146	0.094
1241	ENSG00000051825.10	MPHOSPH9	chr12	-	123678932	123679148	123682793	123682881	123665709	123665757	123686710	123686866	1241	68,32	39,21	39,28	49,57	187	199	0.000382873287244	0.018111641241	0.65,0.619	0.459,0.343	0.234
3780	ENSG00000174032.12	SLC25A30	chr13	-	45980017	45980112	45983061	45983209	45976409	45976505	45985496	45985615	3780	44,71	4,5	34,27	8,10	199	194	0.0033241682768	0.0781836866459	0.915,0.933	0.806,0.725	0.158
2104	ENSG00000080618.9	CPB2	chr13	-	46652934	46653036	46656575	46656684	46648007	46648112	46658353	46658478	2104	175,238	133,161	107,135	108,199	199	199	0.00137355487197	0.0443332859556	0.568,0.596	0.498,0.404	0.131
2288	ENSG00000134901.8	KDELC1	chr13	-	103440183	103440273	103441361	103441571	103438581	103438689	103443250	103443488	2288	38,57	60,80	31,23	86,130	199	189	7.85939204166e-05	0.0053637129622	0.376,0.404	0.255,0.144	0.191
5530	ENSG00000129566.8	TEP1	chr14	-	20864779	20864889	20869142	20869300	20864017	20864108	20869615	20869740	5530	19,10	21,7	7,1	19,19	199	199	0.00386171600175	0.0853550444627	0.475,0.588	0.269,0.05	0.372
1512	ENSG00000100528.7	CNIH1	chr14	-	54896978	54897122	54898825	54898938	54893653	54894559	54903086	54903155	1512	106,140	620,450	54,55	583,552	199	199	4.62201748541e-07	0.000103729479909	0.146,0.237	0.085,0.091	0.104
1261	ENSG00000100593.13	ISM2	chr14	-	77950665	77950908	77951019	77951262	77948664	77949010	77964995	77965210	1261	78,104	201,223	11,5	96,36	199	199	1.16448808593e-05	0.00134660108381	0.28,0.318	0.103,0.122	0.187
687	ENSG00000196136.12	SERPINA3	chr14	+	95080770	95081421	95085531	95085805	95078713	95078784	95088677	95088828	687	12664,10138	17801,11118	4449,2263	8942,4844	199	199	4.73423040659e-07	0.000103729479909	0.416,0.477	0.332,0.318	0.121
434	ENSG00000183044.7	ABAT	chr16	+	8829555	8829666	8839857	8839955	8768421	8768568	8841964	8841994	434	41,23	201,184	8,3	96,175	199	197	3.15706691016e-05	0.00273809782229	0.168,0.11	0.076,0.017	0.093
5329	ENSG00000102897.5	LYRM1	chr16	+	20913807	20914039	20922504	20922618	20911771	20911857	20926877	20927036	5329	78,47	0,2	35,42	4,7	199	199	0.0028843333626	0.0729792786455	1.0,0.959	0.897,0.857	0.103
4253	ENSG00000140848.12	CPNE2	chr16	+	57168686	57168738	57171060	57171194	57161760	57161815	57179996	57180233	4253	50,49	3,1	23,33	11,6	151	199	0.000570618857112	0.022969980016	0.956,0.985	0.734,0.879	0.164
4619	ENSG00000168411.9	RFWD3	chr16	-	74685817	74686020	74694829	74695349	74683029	74683100	74698521	74698643	4619	2,7	35,47	0,0	67,49	199	199	0.00246993375867	0.0646687687883	0.054,0.13	0.0,0.0	0.092
4325	ENSG00000029725.12	RABEP1	chr17	+	5283658	5283757	5284683	5284800	5281471	5281527	5286416	5286912	4325	17,14	38,42	1,3	32,38	198	199	0.000316123982	0.0163396032125	0.31,0.251	0.03,0.074	0.228
2130	ENSG00000221995.4	TIAF1	chr17	-	27412621	27412666	27413455	27413595	27409333	27409456	27413953	27414139	2130	333,167	9,5	140,46	101,43	199	144	0.0	0.0	0.964,0.96	0.501,0.436	0.493
4865	ENSG00000185379.16	RAD51D	chr17	-	33434006	33434141	33434384	33434466	33433404	33433500	33446129	33446191	4865	16,4	3,0	7,1	18,1	181	199	0.00154212433992	0.0475545453858	0.854,1.0	0.3,0.524	0.515
2881	ENSG00000108799.8	EZH1	chr17	-	40879652	40879781	40880842	40880970	40874812	40874933	40882845	40882936	2881	50,66	0,0	20,45	6,2	199	199	0.00202599553699	0.0564184700704	1.0,1.0	0.769,0.957	0.137
3798	ENSG00000175832.8	ETV4	chr17	-	41607474	41607549	41610041	41610307	41607251	41607320	41610554	41610716	3798	159,243	457,490	55,22	342,248	199	174	2.28672636382e-12	1.58660697543e-09	0.233,0.302	0.123,0.072	0.17
3607	ENSG00000062716.6	VMP1	chr17	+	57812698	57812834	57814813	57814904	57808781	57808883	57816197	57816308	3607	168,129	153,201	78,69	183,250	199	190	2.68660149522e-05	0.00243137435317	0.512,0.38	0.289,0.209	0.197
112	ENSG00000087191.8	PSMC5	chr17	+	61906853	61906923	61907211	61907309	61905497	61905569	61907492	61907549	112	882,583	442,263	551,362	338,342	169	197	0.00229183342763	0.0614804690119	0.699,0.721	0.655,0.552	0.106
353	ENSG00000185813.6	PCYT2	chr17	-	79863257	79863323	79863545	79863611	79862941	79863030	79863975	79864053	353	105,77	362,241	50,48	310,287	165	165	0.000352390840045	0.017258859613	0.225,0.242	0.139,0.143	0.092
435	ENSG00000141551.10	CSNK1D	chr17	-	80210891	80211120	80213304	80213453	80210309	80210480	80223561	80223672	435	62,62	214,256	25,25	215,165	199	199	0.000849341032485	0.0302205702413	0.225,0.195	0.104,0.132	0.092
4712	ENSG00000101546.8	RBFA	chr18	+	77798504	77798617	77802134	77802219	77797329	77797506	77804211	77804285	4712	56,46	334,252	23,13	237,347	199	184	3.7464321907e-06	0.000577644341107	0.134,0.144	0.082,0.033	0.082
5181	ENSG00000125730.12	C3	chr19	-	6719221	6719298	6719362	6719414	6718257	6718423	6720526	6720693	5181	3646,7124	2421,5546	1826,2312	1674,2827	151	176	0.000448612911446	0.0196586900037	0.637,0.6	0.56,0.488	0.095
2737	ENSG00000099783.7	HNRNPM	chr19	+	8536209	8536311	8538547	8538592	8533657	8533718	8539050	8539128	2737	192,238	768,548	107,64	530,437	199	144	5.40577643956e-05	0.00403183902867	0.153,0.239	0.127,0.096	0.085
562	ENSG00000143727.11	ACP1	chr2	+	272036	272150	275139	275201	271865	271939	276979	277085	562	741,520	906,685	348,343	569,786	199	161	0.00047887413549	0.0207661773546	0.398,0.38	0.331,0.261	0.093
497	ENSG00000171055.10	FEZ2	chr2	-	36810495	36810612	36818045	36818154	36808432	36808574	36825019	36825309	497	33,19	378,231	6,6	233,238	199	199	0.00030097056731	0.0160633393809	0.08,0.076	0.025,0.025	0.053
1958	ENSG00000163586.5	FABP1	chr2	-	88424012	88424101	88425694	88425867	88422509	88422623	88427469	88427635	1958	22699,15577	2244,1633	10666,6136	1375,1725	199	188	1.30588598773e-05	0.00143063246498	0.905,0.9	0.88,0.771	0.077
3065	ENSG00000158435.3	CNOT11	chr2	+	101874252	101874417	101879000	101879153	101869263	101869940	101881306	101881509	3065	37,82	651,734	8,27	564,1002	199	199	2.80887535453e-10	1.67047830013e-07	0.054,0.1	0.014,0.026	0.057
489	ENSG00000071054.11	MAP4K4	chr2	+	102472446	102472600	102475457	102475544	102460562	102460773	102476104	102476326	489	73,44	242,296	26,18	232,269	199	186	8.29851212666e-05	0.00557204935214	0.22,0.122	0.095,0.059	0.094
3670	ENSG00000198586.9	TLK1	chr2	-	171939290	171939362	171974248	171974367	171917590	171917666	172016799	172017074	3670	119,131	425,493	72,66	343,629	199	171	7.62508348211e-05	0.0053637129622	0.194,0.186	0.153,0.083	0.072
3298	ENSG00000023228.9	NDUFS1	chr2	-	206991433	206991568	206992520	206992696	206991262	206991335	206994811	206994966	3298	126,124	171,113	67,70	123,170	199	199	0.000728894407925	0.0275853401836	0.424,0.523	0.353,0.292	0.151
4467	ENSG00000089123.11	TASP1	chr20	-	13550153	13550233	13561543	13561628	13539654	13539761	13567896	13568017	4467	45,39	48,72	26,24	69,99	184	179	0.00196690167791	0.056083641679	0.477,0.345	0.268,0.191	0.181
2693	ENSG00000130703.11	OSBPL2	chr20	+	60831112	60831277	60835036	60835181	60813579	60813653	60838671	60838747	2693	145,211	92,131	67,142	91,145	199	199	0.000320020730275	0.0163396032125	0.612,0.617	0.424,0.495	0.155
3634	ENSG00000142192.16	APP	chr21	-	27369674	27369731	27372329	27372497	27354656	27354790	27394155	27394358	3634	1351,1621	136,102	743,748	111,100	199	156	6.21093762143e-05	0.00453616374	0.886,0.926	0.84,0.854	0.059
2369	ENSG00000160305.13	DIP2A	chr21	+	47918494	47918746	47924270	47924402	47916900	47917020	47929169	47929289	2369	26,38	3,9	19,4	16,5	199	199	0.000635006612305	0.024938986104	0.897,0.809	0.543,0.444	0.359
1045	ENSG00000185721.7	DRG1	chr22	+	31799014	31799190	31806997	31807067	31796605	31796729	31816241	31816411	1045	131,38	248,118	39,14	189,218	199	169	1.40165822948e-07	4.48854093025e-05	0.31,0.215	0.149,0.052	0.162
1617	ENSG00000177479.15	ARIH2	chr3	+	48960180	48960244	48999044	48999112	48956268	48956431	49002351	49002415	1617	12,22	52,140	7,3	53,149	163	167	0.0018007918956	0.0527936384604	0.191,0.139	0.119,0.02	0.096
1342	ENSG00000056736.5	IL17RB	chr3	+	53886025	53886153	53886897	53887024	53883681	53883822	53890870	53891013	1342	404,223	47,36	257,105	55,43	199	199	0.000601465844275	0.023846688664	0.896,0.861	0.824,0.709	0.112
2606	ENSG00000176142.8	TMEM39A	chr3	-	119171293	119171377	119176864	119177087	119165864	119166019	119180808	119180995	2606	20,28	24,29	10,2	43,22	199	183	4.3136290281e-05	0.00345339185461	0.434,0.47	0.176,0.077	0.325
774	ENSG00000163902.7	RPN1	chr3	-	128350790	128351000	128356641	128356948	128348793	128348986	128363761	128363826	774	754,772	933,721	498,579	812,823	199	199	0.00350288309802	0.0808478868586	0.447,0.517	0.38,0.413	0.086
1289	ENSG00000152601.13	MBNL1	chr3	+	152173330	152173366	152174055	152174150	152165408	152165562	152177059	152177134	1289	11,39	14,36	8,15	41,35	135	194	0.00168575057027	0.0508534755365	0.53,0.609	0.219,0.381	0.27
836	ENSG00000075420.8	FNDC3B	chr3	+	171965322	171965566	171969049	171969331	171944660	171944737	172003715	172003774	836	344,930	123,198	228,425	105,176	199	199	0.00222592357108	0.0605654890615	0.737,0.824	0.685,0.707	0.085
5120	ENSG00000109667.7	SLC2A9	chr4	-	9909858	9909969	9922008	9922196	9892233	9892335	9943536	9943669	5120	35,13	113,48	4,4	62,38	199	199	0.00152144547409	0.0472669963331	0.236,0.213	0.061,0.095	0.146
1598	ENSG00000138674.12	SEC31A	chr4	-	83752089	83752128	83763292	83763634	83750152	83750211	83765538	83765662	1598	622,864	21,25	274,502	45,27	199	138	3.94599043274e-06	0.000586684220411	0.954,0.96	0.809,0.928	0.088
1987	ENSG00000112851.10	ERBB2IP	chr5	+	65364704	65364848	65367996	65368142	65349233	65350779	65370851	65371058	1987	18,39	2,1	4,6	0,7	199	199	0.0028835762893	0.0729792786455	0.9,0.975	1.0,0.462	0.207
205	ENSG00000273345.1	CTD-2410N18.4	chr5	-	133644264	133644418	133655048	133655188	133643828	133644157	133657481	133657594	205	12,12	17,16	1,4	15,33	199	199	0.00027767517482	0.0152100230628	0.414,0.429	0.063,0.108	0.336
36	ENSG00000137177.14	KIF13A	chr6	-	17790102	17790141	17794479	17794626	17788006	17788106	17794802	17794935	36	145,138	46,37	60,104	105,130	199	138	1.11022302463e-16	1.54061948384e-13	0.686,0.721	0.284,0.357	0.383
887	ENSG00000124795.10	DEK	chr6	-	18258534	18258636	18264073	18264227	18258183	18258293	18264615	18264772	887	164,94	602,621	101,36	533,843	199	199	0.00017072261223	0.0104517387458	0.214,0.131	0.159,0.041	0.072
5031	ENSG00000166278.10	C2	chr6	+	31901643	31901742	31903699	31903838	31901386	31901560	31905095	31905236	5031	541,164	1328,1198	181,20	1071,1288	198	199	1.09858378172e-06	0.000207882012877	0.29,0.121	0.145,0.015	0.126
1732	ENSG00000137288.5	UQCC2	chr6	-	33668220	33668290	33669122	33669197	33664537	33665527	33679325	33679504	1732	103,71	126,112	28,28	103,93	174	169	6.10155696978e-06	0.000747081813682	0.443,0.381	0.209,0.226	0.195
4822	ENSG00000005700.10	IBTK	chr6	-	82943875	82943972	82949882	82950560	82941434	82941559	82957278	82957388	4822	25,33	438,321	10,2	294,382	199	196	4.19380676664e-06	0.000602028192052	0.053,0.092	0.032,0.005	0.054
3518	ENSG00000135317.8	SNX14	chr6	-	86267693	86267778	86275049	86275137	86259440	86259597	86277251	86277295	3518	113,134	49,20	56,75	47,43	187	184	0.00147226252046	0.0460829238547	0.694,0.868	0.54,0.632	0.195
5005	ENSG00000085382.7	HACE1	chr6	-	105259185	105259268	105280916	105281048	105244803	105244900	105291097	105291173	5005	13,20	4,8	8,15	16,26	199	182	0.000224248309254	0.0129659126587	0.748,0.696	0.314,0.345	0.392
1668	ENSG00000155111.10	CDK19	chr6	-	110944492	110944565	110947978	110948048	110944017	110944115	110948204	110948348	1668	46,83	153,203	21,55	172,288	169	172	3.46656763912e-05	0.00294516756769	0.234,0.294	0.111,0.163	0.127
2734	ENSG00000049541.6	RFC2	chr7	-	73660991	73661093	73663341	73663448	73657475	73657576	73664068	73664110	2734	26,15	60,56	14,10	84,109	199	199	0.000808610869777	0.0290193711283	0.302,0.211	0.143,0.084	0.143
1190	ENSG00000005471.11	ABCB4	chr7	-	87042932	87043033	87046627	87046831	87041208	87041349	87047852	87047936	1190	18,20	5,14	5,6	22,13	199	199	0.000407811924827	0.0184534895984	0.783,0.588	0.185,0.316	0.435
4568	ENSG00000105793.11	GTPBP10	chr7	+	90001468	90001542	90003615	90003668	89984399	89984544	90006820	90006928	4568	13,6	21,21	2,3	22,38	173	152	0.00389009625734	0.0853550444627	0.352,0.201	0.074,0.065	0.207
756	ENSG00000160917.10	CPSF4	chr7	+	99047898	99047994	99048324	99048418	99045743	99045896	99049990	99050063	756	18,12	102,74	7,4	111,86	195	193	0.00351512551559	0.0808478868586	0.149,0.138	0.059,0.044	0.092
270	ENSG00000147459.13	DOCK5	chr8	+	25261073	25261240	25265498	25265634	25258444	25258582	25266317	25266456	270	33,42	0,4	27,22	10,11	199	199	0.000157580724616	0.00979117248622	1.0,0.913	0.73,0.667	0.258
4431	ENSG00000253729.3	PRKDC	chr8	-	48731962	48732071	48733279	48733504	48730010	48730122	48734164	48734353	4431	29,48	126,232	24,24	156,279	199	199	0.00315991684261	0.0761593424955	0.187,0.171	0.133,0.079	0.073
3845	ENSG00000198363.11	ASPH	chr8	-	62531536	62531578	62546241	62546286	62496502	62496588	62550505	62550562	3845	301,358	142,249	161,224	128,251	144	141	0.00317342629121	0.0761593424955	0.675,0.585	0.552,0.466	0.121
2387	ENSG00000249859.3	PVT1	chr8	+	129082405	129082607	129094998	129095094	129022563	129022690	129108763	129108902	2387	38,41	2,2	14,16	8,3	199	195	0.00348208312182	0.0808478868586	0.949,0.953	0.632,0.839	0.215
419	ENSG00000171097.9	CCBL1	chr9	-	131600496	131600646	131604932	131605080	131600329	131600416	131607631	131607690	419	54,31	106,66	23,1	81,55	199	199	0.00129332464677	0.04273103575	0.338,0.32	0.221,0.018	0.21
4027	ENSG00000095321.12	CRAT	chr9	-	131865291	131865345	131866466	131866585	131864720	131864844	131870092	131870356	4027	67,34	203,182	30,11	145,250	199	153	0.000341359060574	0.0169175924901	0.202,0.126	0.137,0.033	0.079
1832	ENSG00000148300.7	REXO4	chr9	-	136276104	136276193	136277418	136277612	136273891	136273966	136277897	136278041	1832	70,43	324,194	41,35	300,434	199	188	9.29194846079e-05	0.00614006054639	0.17,0.173	0.114,0.071	0.079
1178	ENSG00000147257.9	GPC3	chrX	-	132833922	132834056	133026308	133026423	132795757	132795878	133087076	133087238	1178	7,6	3,0	0,0	13,5	199	199	0.000573835676596	0.022969980016	0.7,1.0	0.0,0.0	0.85
